Source,CH1,CH2
Second,Volt,Volt
-0.01753200032,1.22000,0.14400
-0.01752799936,1.20000,0.15200
-0.01752400026,1.20000,0.15200
-0.01751999930,1.20000,0.14400
-0.01751600020,1.22000,0.14400
-0.01751199923,1.22000,0.15200
-0.01750800014,1.22000,0.15200
-0.01750399917,1.22000,0.15200
-0.01750000007,1.24000,0.14400
-0.01749599911,1.24000,0.14400
-0.01749200001,1.24000,0.15200
-0.01748799905,1.24000,0.14400
-0.01748399995,1.24000,0.15200
-0.01748000085,1.24000,0.15200
-0.01747599989,1.24000,0.15200
-0.01747200079,1.24000,0.15200
-0.01746799983,1.24000,0.15200
-0.01746400073,1.24000,0.15200
-0.01745999977,1.24000,0.15200
-0.01745600067,1.24000,0.14400
-0.01745199971,1.24000,0.15200
-0.01744800061,1.24000,0.15200
-0.01744399965,1.26000,0.14400
-0.01744000055,1.26000,0.15200
-0.01743599959,1.24000,0.15200
-0.01743200049,1.26000,0.15200
-0.01742799953,1.26000,0.14400
-0.01742400043,1.26000,0.15200
-0.01741999947,1.26000,0.15200
-0.01741600037,1.24000,0.15200
-0.01741199940,1.24000,0.16000
-0.01740800031,1.24000,0.15200
-0.01740399934,1.26000,0.16000
-0.01740000024,1.26000,0.15200
-0.01739599928,1.26000,0.16000
-0.01739200018,1.26000,0.16000
-0.01738799922,1.26000,0.16000
-0.01738400012,1.26000,0.16000
-0.01737999916,1.28000,0.16000
-0.01737600006,1.28000,0.16000
-0.01737199910,1.28000,0.16000
-0.01736800000,1.28000,0.16000
-0.01736399904,1.30000,0.16000
-0.01735999994,1.30000,0.16000
-0.01735600084,1.28000,0.16000
-0.01735199988,1.28000,0.16000
-0.01734800078,1.28000,0.16000
-0.01734399982,1.28000,0.16000
-0.01734000072,1.28000,0.16000
-0.01733599976,1.28000,0.15200
-0.01733200066,1.28000,0.16000
-0.01732799970,1.30000,0.16000
-0.01732400060,1.30000,0.15200
-0.01731999964,1.30000,0.16000
-0.01731600054,1.30000,0.16000
-0.01731199957,1.28000,0.15200
-0.01730800048,1.28000,0.15200
-0.01730399951,1.28000,0.16000
-0.01730000041,1.30000,0.16000
-0.01729599945,1.30000,0.16000
-0.01729200035,1.30000,0.16000
-0.01728799939,1.30000,0.16000
-0.01728400029,1.30000,0.16000
-0.01727999933,1.30000,0.16000
-0.01727600023,1.30000,0.16800
-0.01727199927,1.30000,0.16000
-0.01726800017,1.30000,0.16800
-0.01726399921,1.30000,0.16000
-0.01726000011,1.32000,0.16800
-0.01725599915,1.32000,0.16800
-0.01725200005,1.32000,0.16000
-0.01724799909,1.32000,0.16800
-0.01724399999,1.32000,0.16800
-0.01723999903,1.34000,0.16800
-0.01723599993,1.34000,0.16800
-0.01723200083,1.34000,0.16800
-0.01722799987,1.34000,0.16000
-0.01722400077,1.34000,0.16000
-0.01721999981,1.34000,0.16000
-0.01721600071,1.34000,0.16000
-0.01721199974,1.34000,0.16000
-0.01720800065,1.34000,0.16000
-0.01720399968,1.34000,0.16000
-0.01720000058,1.34000,0.16000
-0.01719599962,1.34000,0.16000
-0.01719200052,1.34000,0.16000
-0.01718799956,1.34000,0.16000
-0.01718400046,1.34000,0.16000
-0.01717999950,1.34000,0.16800
-0.01717600040,1.34000,0.16800
-0.01717199944,1.34000,0.16000
-0.01716800034,1.34000,0.16800
-0.01716399938,1.34000,0.16000
-0.01716000028,1.34000,0.16800
-0.01715599932,1.34000,0.16800
-0.01715200022,1.34000,0.16800
-0.01714799926,1.34000,0.17600
-0.01714400016,1.36000,0.16800
-0.01713999920,1.36000,0.16800
-0.01713600010,1.36000,0.16800
-0.01713199914,1.36000,0.17600
-0.01712800004,1.36000,0.17600
-0.01712399907,1.36000,0.17600
-0.01711999997,1.36000,0.17600
-0.01711600088,1.36000,0.17600
-0.01711199991,1.36000,0.17600
-0.01710800081,1.36000,0.17600
-0.01710399985,1.36000,0.17600
-0.01710000075,1.36000,0.17600
-0.01709599979,1.38000,0.17600
-0.01709200069,1.38000,0.16800
-0.01708799973,1.38000,0.16800
-0.01708400063,1.38000,0.16800
-0.01707999967,1.38000,0.16800
-0.01707600057,1.38000,0.16800
-0.01707199961,1.36000,0.16800
-0.01706800051,1.38000,0.17600
-0.01706399955,1.38000,0.17600
-0.01706000045,1.38000,0.17600
-0.01705599949,1.38000,0.17600
-0.01705200039,1.36000,0.17600
-0.01704799943,1.38000,0.17600
-0.01704400033,1.38000,0.17600
-0.01703999937,1.38000,0.17600
-0.01703600027,1.38000,0.17600
-0.01703199930,1.38000,0.17600
-0.01702800021,1.38000,0.17600
-0.01702399924,1.38000,0.18400
-0.01702000014,1.38000,0.17600
-0.01701599918,1.38000,0.18400
-0.01701200008,1.38000,0.19200
-0.01700799912,1.38000,0.19200
-0.01700400002,1.38000,0.19200
-0.01699999906,1.38000,0.19200
-0.01699599996,1.38000,0.19200
-0.01699200086,1.40000,0.19200
-0.01698799990,1.40000,0.19200
-0.01698400080,1.38000,0.19200
-0.01697999984,1.40000,0.19200
-0.01697600074,1.40000,0.19200
-0.01697199978,1.40000,0.19200
-0.01696800068,1.40000,0.18400
-0.01696399972,1.42000,0.18400
-0.01696000062,1.42000,0.18400
-0.01695599966,1.40000,0.17600
-0.01695200056,1.42000,0.18400
-0.01694799960,1.42000,0.18400
-0.01694400050,1.40000,0.18400
-0.01693999954,1.40000,0.19200
-0.01693600044,1.42000,0.18400
-0.01693199947,1.42000,0.19200
-0.01692800038,1.40000,0.18400
-0.01692399941,1.40000,0.19200
-0.01692000031,1.40000,0.19200
-0.01691599935,1.40000,0.19200
