Source,CH1,CH2
Second,Volt,Volt
-0.01999999955,-1.48000,0.05600
-0.01999600045,-1.48000,0.05600
-0.01999199949,-1.48000,0.05600
-0.01998800039,-1.50000,0.06400
-0.01998399943,-1.50000,0.06400
-0.01998000033,-1.50000,0.06400
-0.01997599937,-1.50000,0.06400
-0.01997200027,-1.50000,0.06400
-0.01996799931,-1.50000,0.06400
-0.01996400021,-1.50000,0.06400
-0.01995999925,-1.50000,0.06400
-0.01995600015,-1.50000,0.06400
-0.01995199919,-1.50000,0.06400
-0.01994800009,-1.50000,0.06400
-0.01994399913,-1.50000,0.06400
-0.01994000003,-1.50000,0.06400
-0.01993599907,-1.50000,0.06400
-0.01993199997,-1.50000,0.06400
-0.01992800087,-1.50000,0.06400
-0.01992399991,-1.50000,0.06400
-0.01992000081,-1.50000,0.06400
-0.01991599984,-1.50000,0.06400
-0.01991200075,-1.50000,0.06400
-0.01990799978,-1.50000,0.06400
-0.01990400068,-1.50000,0.06400
-0.01989999972,-1.50000,0.06400
-0.01989600062,-1.50000,0.06400
-0.01989199966,-1.50000,0.06400
-0.01988800056,-1.50000,0.06400
-0.01988399960,-1.50000,0.06400
-0.01988000050,-1.50000,0.06400
-0.01987599954,-1.50000,0.06400
-0.01987200044,-1.50000,0.06400
-0.01986799948,-1.50000,0.06400
-0.01986400038,-1.50000,0.06400
-0.01985999942,-1.50000,0.06400
-0.01985600032,-1.48000,0.06400
-0.01985199936,-1.48000,0.06400
-0.01984800026,-1.50000,0.06400
-0.01984399930,-1.50000,0.06400
-0.01984000020,-1.50000,0.07200
-0.01983599924,-1.50000,0.07200
-0.01983200014,-1.50000,0.07200
-0.01982799917,-1.50000,0.06400
-0.01982400008,-1.50000,0.06400
-0.01981999911,-1.50000,0.06400
-0.01981600001,-1.50000,0.06400
-0.01981199905,-1.50000,0.06400
-0.01980799995,-1.50000,0.06400
-0.01980400085,-1.50000,0.06400
-0.01979999989,-1.50000,0.06400
-0.01979600079,-1.50000,0.06400
-0.01979199983,-1.50000,0.06400
-0.01978800073,-1.52000,0.06400
-0.01978399977,-1.50000,0.06400
-0.01978000067,-1.50000,0.06400
-0.01977599971,-1.50000,0.06400
-0.01977200061,-1.50000,0.06400
-0.01976799965,-1.50000,0.06400
-0.01976400055,-1.50000,0.06400
-0.01975999959,-1.50000,0.05600
-0.01975600049,-1.50000,0.05600
-0.01975199953,-1.50000,0.05600
-0.01974800043,-1.50000,0.05600
-0.01974399947,-1.50000,0.06400
-0.01974000037,-1.50000,0.06400
-0.01973599941,-1.50000,0.06400
-0.01973200031,-1.50000,0.06400
